,SPX,EPS,TBill,EP,Spread,Signal,SPX_ret,TBill_ret,Strategy_ret
2013-04-30,1597.57,111.3745,0.002731,0.06971494206826619,0.06698394206826619,1,0.020762783477406455,0.00022758333333333333,0.020762783477406455
2013-05-31,1630.74,111.0342,0.0027524999999999997,0.06808822988336584,0.06533572988336583,1,-0.01499932545960736,0.00022937499999999998,-0.01499932545960736
2013-06-28,1606.28,111.207,0.002731,0.06923263690016684,0.06650163690016685,1,0.0494621112134872,0.00022758333333333333,0.0494621112134872
2013-07-31,1685.73,110.609,0.002656,0.06561489681028397,0.06295889681028397,1,-0.0312980133236046,0.00022133333333333334,-0.0312980133236046
2013-08-30,1632.97,110.3783,0.002595,0.0675935871448955,0.0649985871448955,1,0.029749474883188354,0.00021625,0.029749474883188354
2013-09-30,1681.55,110.5279,0.0024885,0.06572977312598496,0.06324127312598496,1,0.04459575986441089,0.00020737499999999999,0.04459575986441089
2013-10-31,1756.54,110.083,0.00242,0.062670363327906,0.060250363327906,1,0.02804946087194149,0.00020166666666666664,0.02804946087194149
2013-11-29,1805.81,109.7873,0.002391,0.06079670618725115,0.058405706187251154,1,0.023562833299184183,0.00019925,0.023562833299184183
2013-12-31,1848.36,110.2357,0.002461,0.05963973468371962,0.057178734683719624,1,-0.035582895107013734,0.00020508333333333335,-0.035582895107013734
2014-01-31,1782.59,108.228,0.002366,0.060713905048272454,0.058347905048272454,1,0.043117037568930705,0.00019716666666666667,0.043117037568930705
2014-02-28,1859.45,118.2647,0.0023565,0.06360197907983543,0.061245479079835435,1,0.006932157358358504,0.00019637500000000002,0.006932157358358504
2014-03-31,1872.34,118.4866,0.002306,0.06328263029150688,0.06097663029150688,1,0.0062007968638175814,0.00019216666666666666,0.0062007968638175814
2014-04-30,1883.95,119.0054,0.0022335,0.06316802462910374,0.060934524629103745,1,0.021030282120013677,0.00018612499999999998,0.021030282120013677
2014-05-30,1923.57,119.6555,0.002274,0.06220491066090655,0.05993091066090655,1,0.019058313448431896,0.0001895,0.019058313448431896
2014-06-30,1960.23,119.1371,0.002307,0.060777102686929596,0.05847010268692959,1,-0.015079863077291922,0.00019225,-0.015079863077291922
2014-07-31,1930.67,119.8363,0.002391,0.06206979960324654,0.05967879960324654,1,0.03765532172769026,0.00019925,0.03765532172769026
2014-08-29,2003.37,119.3522,0.002336,0.059575714920359193,0.057239714920359196,1,-0.015513859147336717,0.00019466666666666666,-0.015513859147336717
2014-09-30,1972.29,118.9753,0.0023510000000000002,0.06032343113842285,0.057972431138422854,1,0.023201456175308888,0.0001959166666666667,0.023201456175308888
2014-10-31,2018.05,119.4349,0.002321,0.05918332053219692,0.05686232053219692,1,0.024533584400783015,0.0001934166666666667,0.024533584400783015
2014-11-28,2067.56,119.0708,0.002336,0.05759000947977326,0.05525400947977326,1,-0.004188512062527794,0.00019466666666666666,-0.004188512062527794
2014-12-31,2058.9,118.5356,0.002556,0.0575722958861528,0.0550162958861528,1,-0.031040847054252363,0.000213,-0.031040847054252363
2015-01-30,1994.99,116.5711,0.002531,0.05843192196452113,0.05590092196452113,1,0.054892505726845675,0.00021091666666666665,0.054892505726845675
2015-02-27,2104.5,118.9097,0.0026185,0.05650258968876218,0.053884089688762175,1,-0.017396056070325572,0.00021820833333333336,-0.017396056070325572
2015-03-31,2067.89,118.5487,0.0027075,0.057328339515157964,0.05462083951515796,1,0.008520762709815388,0.000225625,0.008520762709815388
2015-04-30,2085.51,117.5572,0.0027875,0.05636856212629044,0.05358106212629044,1,0.010491438545008114,0.00023229166666666667,0.010491438545008114
2015-05-29,2107.39,118.3534,0.0028375,0.05616112822021553,0.05332362822021553,1,-0.0210117728564716,0.00023645833333333334,-0.0210117728564716
2015-06-30,2063.11,117.8305,0.002832,0.05711304777738462,0.05428104777738462,1,0.01974203993000856,0.000236,0.01974203993000856
2015-07-31,2103.84,117.7195,0.0030859999999999998,0.05595458780135371,0.052868587801353714,1,-0.06258080462392579,0.00025716666666666667,-0.06258080462392579
2015-08-31,1972.18,117.0252,0.00329,0.05933799146122565,0.056047991461225646,1,-0.026442819620927094,0.00027416666666666664,-0.026442819620927094
2015-09-30,1920.03,117.1055,0.0032500000000000003,0.06099149492455847,0.05774149492455847,1,0.08298307838940033,0.0002708333333333334,0.08298307838940033
2015-10-30,2079.36,116.3455,0.0033410000000000002,0.0559525527085257,0.0526115527085257,1,0.0005049630655584725,0.00027841666666666667,0.0005049630655584725
2015-11-30,2080.41,116.8655,0.004162,0.05617426372686153,0.05201226372686153,1,-0.017530198374358763,0.0003468333333333333,-0.017530198374358763
2015-12-31,2043.94,117.323,0.0061270000000000005,0.05740041292797244,0.05127341292797244,1,-0.05073534448173622,0.0005105833333333334,-0.05073534448173622
2016-01-29,1940.24,114.9785,0.006126,0.05925993691502082,0.05313393691502082,1,-0.004128355255019978,0.0005105,-0.004128355255019978
2016-02-29,1932.23,119.0551,0.006331,0.061615387402120865,0.05528438740212087,1,0.0659911087189411,0.0005275833333333334,0.0659911087189411
2016-03-31,2059.74,118.2838,0.006286000000000001,0.05742656840183713,0.05114056840183713,1,0.00269936982337593,0.0005238333333333334,0.00269936982337593
2016-04-29,2065.3,116.8832,0.006366,0.0565938120369922,0.0502278120369922,1,0.01532949208347456,0.0005305,0.01532949208347456
2016-05-31,2096.96,116.916,0.0068579999999999995,0.05575499771097207,0.04889699771097207,1,0.0009060735540973308,0.0005715,0.0009060735540973308
2016-06-30,2098.86,116.7242,0.006541,0.055613142372526035,0.04907214237252604,1,0.0356098072286859,0.0005450833333333333,0.0356098072286859
2016-07-29,2173.6,116.187,0.007591,0.05345371733529628,0.04586271733529628,1,-0.0012191755612808164,0.0006325833333333333,-0.0012191755612808164
2016-08-31,2170.95,115.4954,0.0083933,0.053200396139938745,0.044807096139938746,1,-0.0012344825997834263,0.0006994416666666666,-0.0012344825997834263
2016-09-30,2168.27,115.0398,0.008536700000000001,0.053056030844867104,0.0445193308448671,1,-0.01942562503747225,0.0007113916666666668,-0.01942562503747225
2016-10-31,2126.15,115.4502,0.0088428,0.05430011993509395,0.04545731993509395,1,0.03417444676998316,0.0007369,0.03417444676998316
2016-11-30,2198.81,115.3156,0.0093417,0.05244454955180303,0.043102849551803026,1,0.018200754044233047,0.0007784749999999999,0.018200754044233047
2016-12-30,2238.83,115.5328,0.0099789,0.05160409678269453,0.04162519678269453,1,0.017884341374735824,0.0008315750000000001,0.017884341374735824
2017-01-31,2278.87,113.3655,0.0103456,0.049746365523263725,0.03940076552326373,1,0.037198260541408734,0.0008621333333333333,0.037198260541408734
2017-02-28,2363.64,129.61,0.01064,0.05483491563859133,0.044194915638591334,1,-0.00038923017041514463,0.0008866666666666667,-0.00038923017041514463
2017-03-31,2362.72,130.2415,0.0114956,0.055123544050924365,0.043627944050924364,1,0.00909121690255299,0.0009579666666666666,0.00909121690255299
2017-04-28,2384.2,130.4866,0.0117233,0.05472972066101838,0.04300642066101838,1,0.011576210049492719,0.0009769416666666668,0.011576210049492719
2017-05-31,2411.8,130.0975,0.0121,0.05394207645741769,0.04184207645741769,1,0.004813831992702466,0.0010083333333333333,0.004813831992702466
2017-06-30,2423.41,130.1425,0.0129917,0.0537022212502218,0.0407105212502218,1,0.019348768883515444,0.0010826416666666666,0.019348768883515444
2017-07-31,2470.3,131.1174,0.0131056,0.0530775209488726,0.0399719209488726,1,0.0005464923288669432,0.0010921333333333333,0.0005464923288669432
2017-08-31,2471.65,131.1807,0.0131778,0.053074140756175024,0.03989634075617503,1,0.019302894827342154,0.00109815,0.019302894827342154
2017-09-29,2519.36,130.7333,0.0133389,0.051891472437444436,0.038552572437444435,1,0.022188174774546043,0.001111575,0.022188174774546043
2017-10-31,2575.26,130.7179,0.013812199999999998,0.0507591078182397,0.036946907818239706,1,0.028082601368405458,0.0011510166666666665,0.028082601368405458
2017-11-30,2647.58,130.5586,0.0148738,0.04931242870848096,0.03443862870848096,1,0.009831619818853499,0.0012394833333333334,0.009831619818853499
2017-12-29,2673.61,131.0054,0.0169428,0.0489994427010671,0.032056642701067097,1,0.056178724645703726,0.0014119,0.056178724645703726
2018-01-31,2823.81,128.4168,0.0177777,0.04547643077969127,0.027698730779691268,1,-0.038947379604151844,0.0014814750000000001,-0.038947379604151844
2018-02-28,2713.83,157.1601,0.0201719,0.05791081239429147,0.03773891239429147,1,-0.026884513768364315,0.0016809916666666667,-0.026884513768364315
2018-03-30,2640.87,157.6446,0.0231175,0.059694191686830475,0.036576691686830476,1,0.002718801001185378,0.0019264583333333332,0.002718801001185378
2018-04-30,2648.05,159.042,0.023629400000000002,0.060060044183455744,0.03643064418345574,1,0.02160835331659139,0.0019691166666666667,0.02160835331659139
2018-05-31,2705.27,159.4909,0.0232125,0.058955631046069344,0.03574313104606934,1,0.004842400204046138,0.0019343750000000001,0.004842400204046138
2018-06-29,2718.37,160.5577,0.0233575,0.05906396112376167,0.035706461123761676,1,0.03602158646541875,0.0019464583333333332,0.03602158646541875
2018-07-31,2816.29,161.1394,0.0234856,0.05721690592943198,0.03373130592943198,1,0.030263218631604083,0.0019571333333333334,0.030263218631604083
2018-08-31,2901.52,160.6845,0.0232075,0.0553794218202873,0.0321719218202873,1,0.0042943009181395375,0.0019339583333333333,0.0042943009181395375
2018-09-28,2913.98,161.1891,0.0239838,0.05531578802874419,0.03133198802874419,1,-0.06940335897981464,0.00199865,-0.06940335897981464
2018-10-31,2711.74,161.5431,0.025585,0.059571750979076174,0.03398675097907618,1,0.01785938179914015,0.0021320833333333335,0.01785938179914015
2018-11-30,2760.17,160.7791,0.0273613,0.05824970925703851,0.03088840925703851,1,-0.09177695576721734,0.0022801083333333335,-0.09177695576721734
2018-12-31,2506.85,160.0165,0.028076300000000002,0.06383170113887948,0.03575540113887948,1,0.07868440473103688,0.002339691666666667,0.07868440473103688
2019-01-31,2704.1,155.5297,0.027374999999999997,0.05751625309714877,0.030141253097148775,1,0.02972893014311606,0.00228125,0.02972893014311606
2019-02-28,2784.49,165.68,0.026151300000000002,0.059501021731089,0.033349721731089,1,0.01792428775107835,0.002179275,0.01792428775107835
2019-03-29,2834.4,165.9353,0.025997499999999996,0.05854336014676828,0.03254586014676829,1,0.03931343494213935,0.002166458333333333,0.03931343494213935
2019-04-30,2945.83,165.8227,0.0257563,0.05629065492577644,0.030534354925776438,1,-0.06577772648116154,0.0021463583333333333,-0.06577772648116154
2019-05-31,2752.06,165.1423,0.025025,0.0600067949099947,0.0349817949099947,1,0.06893018320821498,0.0020854166666666664,0.06893018320821498
2019-06-28,2941.76,164.3554,0.0231988,0.05586975144131404,0.032670951441314044,1,0.013128195366039375,0.0019332333333333333,0.013128195366039375
2019-07-31,2980.38,164.2742,0.022656299999999997,0.055118541930894716,0.03246224193089472,1,-0.01809165274226776,0.0018880249999999998,-0.01809165274226776
2019-08-30,2926.46,163.9767,0.0213763,0.056032441926423045,0.034656141926423044,1,0.017181167690656807,0.0017813583333333334,0.017181167690656807
2019-09-30,2976.74,163.7283,0.0208513,0.055002553128590335,0.03415125312859034,1,0.020431747482144935,0.0017376083333333332,0.020431747482144935
2019-10-31,3037.56,162.8364,0.0190225,0.05360763244182831,0.034585132441828315,1,0.03404706409091518,0.0015852083333333334,0.03404706409091518
2019-11-29,3140.98,160.3385,0.019055,0.05104728460544162,0.03199228460544162,1,0.028589803182446305,0.0015879166666666665,0.028589803182446305
2019-12-31,3230.78,160.1283,0.019083799999999998,0.04956335621738403,0.030479556217384032,1,-0.001628089811129274,0.0015903166666666666,-0.001628089811129274
2020-01-31,3225.52,156.1785,0.0175113,0.04841963466355813,0.030908334663558128,1,-0.08411046900964814,0.0014592750000000001,-0.08411046900964814
2020-02-28,2954.22,172.8575,0.0146275,0.05851206071314932,0.04388456071314932,1,-0.12511932083595656,0.0012189583333333334,-0.12511932083595656
2020-03-31,2584.59,150.8836,0.014504999999999999,0.058378156690229395,0.0438731566902294,1,0.12684410293315374,0.00120875,0.12684410293315374
2020-04-30,2912.43,128.7204,0.0055613,0.04419690773683832,0.03863560773683832,1,0.04528177501261843,0.0004634416666666667,0.04528177501261843
2020-05-29,3044.31,123.3693,0.00344,0.040524552361618886,0.03708455236161889,1,0.018388403283502663,0.0002866666666666667,0.018388403283502663
2020-06-30,3100.29,123.9673,0.00302,0.03998571101413093,0.03696571101413093,1,0.0551012969754443,0.0002516666666666667,0.0551012969754443
2020-07-31,3271.12,127.0988,0.0024875,0.03885482648144978,0.036367326481449774,1,0.07006468732421922,0.00020729166666666669,0.07006468732421922
2020-08-31,3500.31,127.5578,0.0024088,0.03644185800686225,0.034033058006862245,1,-0.0392279540954944,0.00020073333333333332,-0.0392279540954944
2020-09-30,3363.0,127.9949,0.0023388000000000003,0.03805973832887303,0.03572093832887303,1,-0.0276657746060065,0.00019490000000000002,-0.0276657746060065
2020-10-30,3269.96,131.5035,0.0021575,0.04021562954898531,0.03805812954898531,1,0.10754565805086314,0.00017979166666666667,0.10754565805086314
2020-11-30,3621.63,133.8572,0.0022763,0.03696048464365493,0.03468418464365493,1,0.03712140665943231,0.0001896916666666667,0.03712140665943231
2020-12-31,3756.07,132.0977,0.0023838,0.03516912624099125,0.03278532624099125,1,-0.011136640158463607,0.00019865,-0.011136640158463607
2021-01-29,3714.24,132.7964,0.0020188,0.0357533169639011,0.0337345169639011,1,0.026091474971999817,0.00016823333333333332,0.026091474971999817
2021-02-26,3811.15,173.4329,0.0018838,0.04550671057292418,0.04362291057292418,1,0.04243863400810777,0.00015698333333333332,0.04243863400810777
2021-03-31,3972.89,175.4887,0.0019425,0.04417154766429476,0.04222904766429476,1,0.05242531255584737,0.000161875,0.05242531255584737
2021-04-30,4181.17,185.9245,0.0017638,0.04446709892207205,0.042703298922072044,1,0.005486502581813157,0.00014698333333333335,0.005486502581813157
2021-05-31,4204.11,189.5941,0.0013138,0.045097321430695204,0.04378352143069521,1,0.02221397632316946,0.00010948333333333333,0.02221397632316946
2021-06-30,4297.5,191.0318,0.0014574999999999998,0.04445184409540431,0.042994344095404306,1,0.02274810936591054,0.00012145833333333332,0.02274810936591054
2021-07-30,4395.26,199.6333,0.0011775,0.04542013441753161,0.04424263441753161,1,0.028990321391681118,9.8125e-05,0.028990321391681118
2021-08-31,4522.68,202.8494,0.0011963,0.044851592418654426,0.04365529241865443,1,-0.047569140421166334,9.969166666666666e-05,-0.047569140421166334
2021-09-30,4307.54,201.5354,0.0013013,0.04678665781397271,0.04548535781397271,1,0.06914387330123462,0.00010844166666666667,0.06914387330123462
2021-10-29,4605.38,203.8471,0.0013225,0.044262818703342616,0.04294031870334262,1,-0.00833373141847149,0.00011020833333333335,-0.00833373141847149
2021-11-30,4567.0,204.4534,0.0017324999999999999,0.044767549813882195,0.0430350498138822,1,0.04361287497262989,0.000144375,0.04361287497262989
2021-12-31,4766.18,204.9328,0.0020913,0.04299728503749333,0.040905985037493334,1,-0.05258508910699977,0.000174275,-0.05258508910699977
2022-01-31,4515.55,204.0948,0.0030886000000000004,0.04519821505685907,0.042109615056859076,1,-0.03136052086678265,0.00025738333333333335,-0.03136052086678265
2022-02-28,4373.94,223.3952,0.0050429,0.05107413453316689,0.04603123453316689,1,0.03577323877328009,0.0004202416666666667,0.03577323877328009
2022-03-31,4530.41,226.5975,0.0096157,0.05001699625420216,0.04040129625420216,1,-0.08795671914903935,0.0008013083333333333,-0.08795671914903935
2022-04-29,4131.93,227.0045,0.013348599999999999,0.054939096257681036,0.041590496257681034,1,5.324388360872234e-05,0.0011123833333333331,5.324388360872234e-05
2022-05-31,4132.15,227.4508,0.0161071,0.055044177970306016,0.03893707797030602,1,-0.08391999322386645,0.0013422583333333332,-0.08391999322386645
2022-06-30,3785.38,227.7594,0.0228514,0.06016817334058932,0.03731677334058932,1,0.09111634763220589,0.0019042833333333335,0.09111634763220589
2022-07-29,4130.29,224.9864,0.0278829,0.05447230097644475,0.026589400976444754,1,-0.04244011921681046,0.002323575,-0.04244011921681046
2022-08-31,3955.0,223.6365,0.0309971,0.05654525916561315,0.02554815916561315,1,-0.09339570164348932,0.0025830916666666668,-0.09339570164348932
2022-09-30,3585.62,222.1591,0.0375471,0.0619583502992509,0.024411250299250897,1,0.07986345457689326,0.003128925,0.07986345457689326
2022-10-31,3871.98,220.0115,0.044602899999999994,0.05682144535870537,0.012218545358705375,1,0.053752860293699856,0.003716908333333333,0.053752860293699856
2022-11-30,4080.11,217.7487,0.0477857,0.053368340559445705,0.005582640559445705,1,-0.058971449299161094,0.003982141666666667,-0.058971449299161094
2022-12-30,3839.5,218.1061,0.0476729,0.05680586013803881,0.009132960138038812,1,0.06175283240005203,0.0039727416666666664,0.06175283240005203
2023-01-31,4076.6,214.3071,0.048135700000000003,0.05257005838198499,0.004434358381984985,1,-0.026112446646715304,0.004011308333333334,-0.026112446646715304
2023-02-28,3970.15,220.2607,0.049710000000000004,0.055479188443761575,0.005769188443761571,1,0.03505157235872702,0.0041425,0.03505157235872702
2023-03-31,4109.31,218.3844,0.0519271,0.05314381246486636,0.0012167124648663624,1,0.01464236088297044,0.004327258333333333,0.01464236088297044
2023-04-28,4169.48,218.26,0.0530243,0.05234705526828286,-0.0006772447317171457,0,0.002482323934879238,0.004418691666666667,0.004418691666666667
2023-05-31,4179.83,217.9921,0.0551671,0.05215334116459282,-0.0030137588354071793,0,0.0647275128414313,0.004597258333333333,0.004597258333333333
2023-06-30,4450.38,217.5855,0.0554543,0.04889144297790301,-0.006562857022096989,0,0.031138913980379268,0.0046211916666666665,0.0046211916666666665
2023-07-31,4588.96,215.4664,0.056269299999999994,0.04695320944179073,-0.009316090558209263,0,-0.01771643248143373,0.004689108333333333,0.004689108333333333
2023-08-31,4507.66,218.274,0.05662829999999999,0.04842290678533873,-0.00820539321466126,0,-0.04871929116215501,0.004719024999999999,0.004719024999999999
2023-09-29,4288.05,217.3049,0.056571100000000006,0.05067685777917701,-0.005894242220822993,0,-0.021979687736850106,0.004714258333333334,0.004714258333333334
2023-10-31,4193.8,215.9188,0.0564436,0.05148524011636225,-0.004958359883637749,0,0.08917926462873771,0.004703633333333333,0.004703633333333333
2023-11-30,4567.8,216.1004,0.056309899999999996,0.04730951442707649,-0.009000385572923507,0,0.04422916940321375,0.004692491666666666,0.004692491666666666
2023-12-29,4769.83,215.3945,0.055930099999999996,0.0451576890581006,-0.010772410941899395,0,0.015895744712075555,0.004660841666666666,0.004660841666666666
2024-01-31,4845.65,212.5684,0.0557694,0.04386788150196568,-0.011901518498034315,0,0.05172061539731532,0.00464745,0.00464745
2024-02-29,5096.27,241.2064,0.0559513,0.04732998840328318,-0.008621311596716821,0,0.031018764704381807,0.0046626083333333335,0.0046626083333333335
2024-03-29,5254.35,242.017,0.055598400000000006,0.046060311932018226,-0.00953808806798178,0,-0.04161504277408257,0.0046332000000000005,0.0046332000000000005
2024-04-30,5035.69,242.2574,0.0558975,0.04810808449288975,-0.0077894155071102505,0,0.04802122449952262,0.004658125,0.004658125
2024-05-31,5277.51,241.5653,0.0560445,0.04577258972507868,-0.010271910274921317,0,0.034669759034089864,0.004670375,0.004670375
2024-06-28,5460.48,241.2011,0.055862100000000005,0.04417214237576184,-0.011689957624238162,0,0.011321349038912354,0.004655175,0.004655175
2024-07-31,5522.3,240.3945,0.0550271,0.04353159009832859,-0.011495509901671412,0,0.022834688445031892,0.004585591666666667,0.004585591666666667
2024-08-30,5648.4,238.9597,0.0527823,0.04230573259684159,-0.010476567403158409,0,0.020196869910062976,0.0043985249999999995,0.0043985249999999995
